page1:,古荡新村(东区),"西湖古荡文三西路,近益乐路",双地铁 古荡新村 全新装修两月 2室1厅   48平 急售,189,万38889元/㎡,2室1厅1卫,48.6㎡,低层(共6层),"['品质小区', '繁华地段', '安全性高']"
page1:,古荡新村(东区),"西湖古荡文三西路,近益乐路",2室1厅 满五  住房 48平 精装修 楼层好 视野无遮挡,195,万40124元/㎡,2室1厅1卫,48.6㎡,低层(共6层),"['配套成熟', '近地铁', '环境优美']"
page1:,回澜南苑(东区),萧山城厢回澜路228号,洄澜南苑 小面积低总价的学府房，学籍不占 诚售,198,万33617元/㎡,2室1厅1卫,58.9㎡,低层(共7层),
page1:,翠苑一区,西湖翠苑学院路159号,20万精装修翠苑婚房！工作调动外地置换买！家居全部留下,192,万40084元/㎡,2室1厅1卫,47.9㎡,低层(共7层),['南北通透']
page1:,五一新村,拱墅湖墅湖墅南路284-288号,五一新村 标准小套户型 楼层好 采光佳 交通便利,198,万45103元/㎡,2室1厅1卫,43.9㎡,低层(共6层),
page1:,大关南三苑,"拱墅大关香苑路,近胜利闸路",大关南三苑 新出 边套全明户型 房东诚心出 急售降20万,180,万31535元/㎡,2室1厅1卫,57.1㎡,低层(共6层),"['品质小区', '配套成熟', '环境优美']"
page1:,景芳三区,江干景芳景芳路164号,年底急售降15万！价格还能谈 景芳三区 主卧朝南 视野无遮挡,190,万38959元/㎡,2室0厅1卫,48.8㎡,低层(共7层),"['品质小区', '交通便利', '配套成熟']"
page1:,之江路182号楼,西湖转塘之江路182号,地铁口旁 190万 电梯房 3室2厅 精装修 满二  住房,190,万33217元/㎡,3室2厅2卫,57.2㎡,低层(共15层),"['品质小区', '近地铁', '双阳台']"
page1:,崇化小区,"萧山城厢崇明路,近崇化路",崇化小区 精装修 满五 带大院子 河景房 随时看房,193,万33507元/㎡,4室1厅1卫,57.6㎡,低层(共6层),
page1:,草荡苑北区,余杭未来科技城永寿街,电梯房 满五  住房 草荡苑北区 3室2厅 44平 楼层好,88,万20000元/㎡,3室2厅2卫,44㎡,共5层,"['品质小区', '繁华地段', '配套成熟']"
page1:,未来七彩小镇(商住楼),余杭闲林闲富中路46号,未来科技城低总价房 外地人可买 随时可看,80.95,万15449元/㎡,3室2厅1卫,52.4㎡,共5层,"['品质小区', '环境优美', '配套成熟']"
page1:,塘栖嘉园,余杭塘栖景河路26号,精装修 49平 电梯房 3室1厅 65万 诚心出售 价格可议,65,万13266元/㎡,3室1厅1卫,49㎡,共5层,"['品质小区', '配套成熟', '近地铁']"
page1:,后市街小区,"上城吴山/清波门后市街,近惠民路",西湖银泰附近新出两房，精装修26万，户型正气，近地铁口，急卖,258,万43087元/㎡,2室1厅1卫,59.9㎡,高层(共7层),"['繁华地段', '近地铁', '交通便利']"
page1:,湖墅新村(西区),拱墅湖墅草营巷35号,湖墅新村 2室1厅 中间楼层 视野采光好 看房方便,240,万48870元/㎡,2室1厅1卫,49.1㎡,中层(共7层),
page1:,湖墅新村(西区),拱墅湖墅草营巷35号,湖墅新村 新上两房 南北通透 中间楼层 不占学籍,255,万45781元/㎡,2室1厅1卫,55.7㎡,高层(共7层),
page1:,尚农里小区,上城湖滨浣纱路14号,尚农里 西湖边，景区旁，精装修可以拎包入住，中间楼层视野好,245,万51666元/㎡,2室1厅1卫,47.4㎡,高层(共6层),
page1:,采荷小区翠柳邨,江干凯旋/采荷双菱路60号,采荷1小 采荷翠柳 2房朝南小套 公园旁 环境优美 诚心出售,255,万55243元/㎡,2室1厅1卫,46.2㎡,中层(共6层),['南北通透']
page1:,胭脂新村,下城天水天水巷24号,胭脂新村 中间楼层 武林广场旁 小两房 总价低,250,万49871元/㎡,2室1厅1卫,50.1㎡,中层(共7层),
page1:,十五家园,下城凤起健康路163号,十五家园新出 全明东边套 南北双阳台中间楼层 没有双税,257,万45519元/㎡,2室1厅1卫,56.5㎡,中层(共7层),
page1:,和平苑社区打铁关新村,"下城和平文晖路,近东新路",打铁关新村 新出中间楼层 南北通透 看房随时,256,万43911元/㎡,2室1厅1卫,58.3㎡,中层(共7层),
page1:,凯旋新村(西区),江干凯旋/采荷凯旋路107号,采荷2小，自住精装修，刚需小套，总价低，离2小仅一路之隔,259,万55437元/㎡,2室0厅1卫,46.7㎡,中层(共6层),"['近地铁', '素质住户', '交通便利']"
page1:,树园小区,下城建国路建国北路426号,送20万精装 南北通风 全明户型 得房率高 太阳早到晚,249,万43110元/㎡,2室1厅1卫,57.8㎡,高层(共6层),
page1:,奇景家苑(公寓住宅),萧山闻堰时代大道,奇景家苑 精装修 花园洋房 拎包入住 独立门户 带院子,250,万26050元/㎡,3室2厅2卫,96㎡,共4层,"['品质小区', '繁华地段', '安全性高']"
page1:,万科智谷,拱墅拱宸桥石祥路208号,房东急售 来电立减15万 外地人可买 精装修带车位 产证齐全,140,万25926元/㎡,3室2厅1卫,54㎡,共5层,"['品质小区', '繁华地段', '安全性高']"
page1:,崇化小区,"萧山城厢崇明路,近崇化路",实图实价   1楼带花园 小三房 户型方正 诚心出售！,192.8,万33624元/㎡,3室1厅1卫,57.3㎡,共5层,"['安全性高', '素质住户', '交通便利']"
page1:,采荷小区翠柳邨,江干凯旋/采荷双菱路60号,采荷1小 采荷翠柳 2房朝南小套 公园旁 环境优美 诚心出售,258,万55893元/㎡,2室1厅1卫,46.2㎡,低层(共6层),"['南北通透', '交通便利', '繁华地段']"
page1:,双菱小区,江干凯旋/采荷双菱路33-37号,采荷一小，无学籍，总价低精装2房，地铁口百米，无税，价格可谈,258,万55688元/㎡,2室1厅1卫,46.3㎡,低层(共6层),"['品质小区', '环境优美', '配套成熟', '近地铁']"
page1:,碧桂园越溪府(别墅),"萧山临浦东藩路,近临北路",碧桂园越溪府！双拼别墅送花园！近地铁！品质小区！外地人可买！,93,万16910元/㎡,3室2厅2卫,55㎡,共2层,"['近地铁', '配套成熟', '繁华地段']"
page1:,六眼井,"滨江西兴固陵路,近青年路",200万入手滨江住宅 江南实验初中 春晖小学 地铁口天街旁,198,万33283元/㎡,2室2厅1卫,59.5㎡,共5层,"['近地铁', '配套成熟', '交通便利']"
page1:,回澜南苑(东区),萧山城厢回澜路228号,洄澜南苑 小面积低总价的学府房，学籍不占 诚售,198,万33617元/㎡,2室1厅1卫,58.9㎡,低层(共7层),
page1:,翠苑五区,西湖翠苑文二路418号,古翠路地铁口南北通透  53平 2室1厅 翠苑五区 楼层好,180,万33765元/㎡,2室1厅1卫,53.3㎡,低层(共6层),"['品质小区', '繁华地段', '安全性高']"
page1:,得力名望府,"萧山新街104国道辅路,近03省道",急售 精装修大三房 产证齐全 外地人不限购 可贷款 首付18,188,万32121元/㎡,3室2厅2卫,58.5㎡,低层(共12层),"['繁华地段', '配套成熟', '素质住户']"
page1:,后市街小区,"上城吴山/清波门后市街,近惠民路",房东急卖 精装修 西湖边 看房我有钥匙 家电全送 低于市场价,259,万43254元/㎡,2室1厅1卫,59.9㎡,高层(共7层),"['品质小区', '繁华地段', '近地铁']"
page1:,奇景家苑(公寓住宅),萧山闻堰时代大道,奇景家苑 精装修 花园洋房 拎包入住 独立门户 带院子,250,万26050元/㎡,3室2厅2卫,96㎡,共4层,
page1:,郁家弄小区,"萧山城厢西河路,近体育路",附赠20平     买三房 外地人无需社保 精装修拎包入住,108,万22500元/㎡,3室2厅2卫,48㎡,共3层,"['配套成熟', '繁华地段', '交通便利']"
page1:,翠苑五区,西湖翠苑文二路418号,新上翠苑五区，新上两房朝南  全明东边套，采光好 ，出国,180,万33765元/㎡,2室1厅1卫,53.3㎡,低层(共6层),['南北通透']
page1:,海兴雅苑,"余杭仓前联创街,近聚橙路",（包税 一口价46万 地铁300米） 豪装 通燃气 配套成熟,186,万35095元/㎡,3室2厅2卫,53㎡,中层(共12层),"['繁华地段', '环境优美', '低密度']"
page2:,后市街小区,"上城吴山/清波门后市街,近惠民路",房东急卖 精装修 西湖边 看房我有钥匙 家电全送 低于市场价,259,万43254元/㎡,2室1厅1卫,59.9㎡,高层(共7层),"['品质小区', '繁华地段', '近地铁']"
page2:,和平苑社区打铁关新村,"下城和平文晖路,近东新路",打铁关新村 新出中间楼层 南北通透 看房随时,256,万43911元/㎡,2室1厅1卫,58.3㎡,中层(共7层),
page2:,凯旋新村(西区),江干凯旋/采荷凯旋路107号,采荷2小，自住精装修，刚需小套，总价低，离2小仅一路之隔,259,万55437元/㎡,2室0厅1卫,46.7㎡,中层(共6层),"['近地铁', '素质住户', '交通便利']"
page2:,树园小区,下城建国路建国北路426号,送20万精装 南北通风 全明户型 得房率高 太阳早到晚,249,万43110元/㎡,2室1厅1卫,57.8㎡,高层(共6层),
page2:,奇景家苑(公寓住宅),萧山闻堰时代大道,奇景家苑 精装修 花园洋房 拎包入住 独立门户 带院子,250,万26050元/㎡,3室2厅2卫,96㎡,共4层,
page2:,新苑小区,余杭塘栖人民路306号,总价抄底 满五 诚售 外地人可购 精装拎包住 来电立减5万,72,万12858元/㎡,3室2厅2卫,56㎡,共5层,"['近地铁', '交通便利', '配套成熟']"
page2:,邱山大街411号小区,余杭临平邱山大街411号,急售，外地人可买，70年产权住宅，可落户，可上学，南北通透。,86,万17166元/㎡,2室1厅1卫,50.1㎡,共5层,"['近地铁', '安全性高', '交通便利']"
page2:,运动新村,余杭塘栖西小河街,86万 57平 南北通透 简单装修 南北通透 视野无遮挡,86,万15046元/㎡,2室1厅1卫,57.2㎡,共5层,"['品质小区', '交通便利', '配套成熟']"
page2:,临平山庄(别墅),余杭临平沿山路97号,业主急售 首付10万 产权清晰 无抵押 来电精装家电 包税,92.8,万22096元/㎡,2室2厅1卫,42㎡,共3层,"['品质小区', '配套成熟', '南北通透']"
page2:,海澜半岛(西区别墅),"余杭临平南大街,近临东路",800米地铁口70年产权独栋别墅！产证齐全！首付29万精装修,101,万18364元/㎡,2室2厅1卫,55㎡,共3层,"['配套成熟', '近地铁', '繁华地段']"
page2:,盛奥西溪铭座,"余杭未来科技城文昌路,近荆长大道",白菜价首付5万 南北通透 地铁口配套成熟 户型方正,79,万15472元/㎡,3室2厅2卫,51.1㎡,共5层,"['近地铁', '配套成熟', '交通便利']"
page2:,三角村公寓,余杭老余杭恒大路,乔司南站地铁口丨对口幼稚园丨可住进杭城丨实现落户杭州的梦想丨,71,万14200元/㎡,3室2厅2卫,50㎡,共5层,"['近地铁', '品质小区', '环境优美']"
page2:,江南明城,萧山钱江世纪城利华路66号,首付8W 70年产权 2号线地铁口 外地人可购买 精装修！！,102,万18696元/㎡,3室2厅1卫,54.6㎡,共5层,
page2:,定北家园(二区),西湖转塘美音巷,南北通透 95万 满五  住房 定北家园(二区) 精装修,95.2,万18308元/㎡,2室1厅1卫,52㎡,共5层,"['品质小区', '繁华地段', '配套成熟']"
page2:,向阳小区,余杭崇贤塘康路,房东急售 外地人可买可落户 精装修两房 近地铁 产证齐全,94,万16216元/㎡,2室2厅1卫,58㎡,共4层,"['品质小区', '近地铁', '配套成熟']"
page2:,新工新村,上城南星秋涛路155-157号,新工新村 新上房源 户型方正 南北朝南 师资力量强,300,万59881元/㎡,2室1厅1卫,50.1㎡,共5层,
page2:,孝丰路小区,下城武林孝丰路,孝丰路 ，新出好房，诚心出售，看房方便，离西湖近,350,万59727元/㎡,2室1厅1卫,58.6㎡,共4层,
page2:,钱江新村二区,萧山钱江世纪城钱农西路76号,钱江新村二区 近亚运村 总价低,175,万29859元/㎡,2室1厅1卫,58.6㎡,共5层,
page2:,三衙前街小区,"上城吴山/清波门三衙前街,近河坊街",三衙前 西湖边小两房，楼层适合养老，全明户型,330,万63499元/㎡,2室2厅1卫,52㎡,共5层,
page2:,天目山路118号小区,西湖文三路天目山路118号,保小新出，3楼，独立小区，拧包入住，屋主已经搬空诚心出售,450,万76505元/㎡,2室1厅1卫,58.8㎡,共5层,['南北通透']
page2:,溪畔花园,西湖文教文一路104号,溪畔花园 东边套 沿河景观房 全明户型 不沿马路 停车方便,450,万80143元/㎡,2室1厅1卫,56.2㎡,共5层,
page2:,西溪九号,"西湖西溪文二西路,近凌波路",西溪九号 精装修，位置好，loft户型，价格可谈,145,万29000元/㎡,2室2厅1卫,50㎡,共5层,
page2:,栖霞岭小区,西湖黄龙栖霞岭1-67号,栖霞岭 可做门面房 可置换两套三墩,385,万82442元/㎡,2室1厅1卫,46.7㎡,共1层,
page2:,莫干山路79号小区,西湖文三路莫干山路79号,闹中取静的小区，保小，带独立花园15方，自住精装修。,489,万92387元/㎡,2室1厅1卫,52.9㎡,共4层,
page2:,双菱小区,江干凯旋/采荷双菱路33-37号,采荷1小2幼，南北2房，自住清爽装修，离学校地铁都很近，急卖,260,万56120元/㎡,2室1厅1卫,46.3㎡,共5层,"['近地铁', '素质住户', '交通便利']"
page2:,胜利新村,西湖松木场天目山路35-43号,带院子多房朝南南北通透 精致户型 欢迎随时来看,400,万79271元/㎡,2室1厅1卫,50.5㎡,共5层,['南北通透']
page2:,铁路新村,西湖黄龙西溪路61号,铁路新村保小两居室南北通透厨卫全明不靠马路,470,万87950元/㎡,2室1厅1卫,53.4㎡,共4层,['南北通透']
page2:,钱江新村一区(二期),"萧山钱江世纪城钱农东路,近旅学路",钱江新村 南北通 好房出售,167,万28494元/㎡,2室1厅1卫,58.6㎡,共4层,
page2:,邮电新村,西湖文三路莫干山路245号,邮电新村新上，两房朝南，中间楼层，房龄新，不占学籍，诚售,520,万93391元/㎡,2室1厅1卫,55.7㎡,共4层,
page2:,商教苑社区,江干四季青杭海路31号-37号,采2商教苑 两房朝 南户型好 南北通透 采光刺眼 自住装修,240,万55827元/㎡,2室1厅1卫,43㎡,高层(共7层),"['南北通透', '拎包入住', '小户型']"
page2:,新兴隆小区,余杭老余杭宝林路40号,首付6万，名校环绕，配套成熟，近地铁，无税费，精装修，好过户,86,万18298元/㎡,3室2厅2卫,47㎡,低层(共6层),"['品质小区', '配套成熟', '近地铁']"
page2:,凤溪花苑,余杭瓶窑东兴路249号,诚售，无需社保，近地铁，满五无税，赠送20平，精装修，带车位,60,万14856元/㎡,2室2厅1卫,40.4㎡,共4层,"['繁华地段', '南北通透', '拎包入住']"
page2:,北大街119号小区,余杭临平北大街119号,来电立减8w       万 无需社保 可上学 价格可议,89,万15345元/㎡,2室2厅1卫,58㎡,共5层,"['品质小区', '配套成熟', '近地铁']"
page2:,锦绣名邸,余杭塘栖文苑路80号,房东创业失败 赠25平急售锦名邸 70年精装修产证齐全,76,万13565元/㎡,3室2厅2卫,56㎡,低层(共6层),"['品质小区', '近地铁', '带飘窗']"
page2:,西溪曼哈顿,"余杭五常高教路,近绿汀路",西溪曼哈顿 南北通透 电梯房 49平 105万 采光好,105,万21136元/㎡,3室2厅2卫,49.7㎡,低层(共6层),"['品质小区', '配套成熟', '近地铁']"
page2:,永顺嘉园,余杭乔司乔莫东路142号,包税 首付15万 地铁口300米） 豪装 通燃气 配套成熟,67.5,万16072元/㎡,3室1厅1卫,42㎡,低层(共9层),
page2:,金沙国际,钱塘新区金沙湖幸福南路1288号,3室2厅 金沙国际 南北通透 68万 48平 满五  住房,68,万13992元/㎡,3室2厅2卫,48.6㎡,共4层,"['近地铁', '繁华地段', '环境优美']"
page2:,美致生活广场,"余杭临平北龙船坞路,近星河路",精装修 70年产权 首付8万 外地人可买 可落户上学 可议价,80,万14915元/㎡,3室1厅1卫,53.6㎡,低层(共6层),"['品质小区', '交通便利', '繁华地段']"
page2:,人和家园,西湖留下天目山路1号,异地故乡久，何不安家寄亲，故亲在旁，居家自住 保养好,88,万19439元/㎡,2室2厅1卫,45.3㎡,共5层,"['品质小区', '配套成熟', '近地铁']"
page2:,西溪堂,"余杭未来科技城绿汀路,近龙潭路",（捡漏）房东急售 首付15万起外地人可买 可落户读书可公积金,84,万17873元/㎡,2室2厅1卫,47㎡,共2层,"['近地铁', '繁华地段', '品质小区']"
page2:,钱江社区,余杭临平丘山大街,小户型 好租好售 可托管包租4500 业主急出手,62,万12400元/㎡,2室1厅1卫,50㎡,共4层,"['品质小区', '交通便利', '配套成熟']"
page2:,群升万国城,余杭临平北龙船坞路119号,45平 电梯房 南北通透 58万 楼层好 视野无遮挡,58,万12889元/㎡,2室2厅1卫,45㎡,共5层,"['品质小区', '交通便利', '配套成熟']"
page2:,塘栖一小区,"余杭塘栖塘栖路,近里仁路",300米塘栖古镇第三中学对面！70年产权住宅首付2万包税急售,76,万15200元/㎡,2室2厅1卫,50㎡,共5层,"['配套成熟', '近地铁', '繁华地段']"
page2:,"广济西路33,53,55号小区","余杭塘栖广济西路33,53,55号",捡漏 赠19平 地铁口精装修 离婚急售车位低于市场价急售,62,万12917元/㎡,2室2厅1卫,48㎡,共5层,"['配套成熟', '繁华地段', '南北通透']"
page2:,钱江社区,余杭临平丘山大街,首付10万，临平山脚住宅房，精装送露台，包税南北通透，近地铁,62,万12400元/㎡,2室1厅2卫,50㎡,共4层,"['品质小区', '配套成熟', '近地铁']"
page2:,钱江社区,余杭临平丘山大街,首付8万，70年产权住宅房，带车位，满五  ，精装修拎包入住,62,万12400元/㎡,2室1厅1卫,50㎡,共4层,"['品质小区', '配套成熟', '近地铁']"
page2:,石桥路小区,下城石桥石桥路,地铁环绕丨无需社保丨产证齐全丨可过户丨全新精装丨可拎包入住,84,万21000元/㎡,3室2厅1卫,40㎡,低层(共7层),"['素质住户', '安全性高', '繁华地段']"
page2:,杭州碧桂园(别墅),钱塘新区大学城北水云街158号,下沙高尔夫！大学城！精装包税學区墅！集吃喝玩乐休闲度假为一体,109,万26463元/㎡,2室2厅1卫,41.2㎡,共5层,"['近地铁', '繁华地段', '品质小区']"
page2:,东灵北路100号小区,萧山瓜沥东灵北路100号,急售 价格可再谈 拎包入住 70年产权精装住宅房 附赠20平,53,万11778元/㎡,2室2厅1卫,45㎡,共2层,"['配套成熟', '近地铁', '南北通透']"
page2:,金盛曼城,滨江浦沿东冠路655号,金盛曼城 南北通小面积，自住精装保养好 业主诚售,255,万43265元/㎡,2室1厅1卫,58.9㎡,低层(共18层),
page2:,定北家园(二区),西湖转塘美音巷,赠15平丨捡漏的来丨生意失败丨低于市场价丨只售三天丨可上学,85,万18086元/㎡,3室2厅2卫,47㎡,低层(共10层),"['品质小区', '近地铁', '交通便利']"
page2:,建设弄小区,西湖留下建设弄,全新装修 房主开工厂 货款没下来 买房发工资 七十年产权住宅,66,万16500元/㎡,3室2厅2卫,40㎡,低层(共7层),"['品质小区', '繁华地段', '安全性高']"
page2:,奇景家苑(公寓住宅),萧山闻堰时代大道,奇景家苑 精装修 花园洋房 拎包入住 独立门户 带院子,250,万26050元/㎡,3室2厅2卫,96㎡,共4层,"['品质小区', '繁华地段', '安全性高']"
page2:,万科智谷,拱墅拱宸桥石祥路208号,房东急售 来电立减15万 外地人可买 精装修带车位 产证齐全,140,万25926元/㎡,3室2厅1卫,54㎡,共5层,"['品质小区', '繁华地段', '安全性高']"
page2:,盛奥西溪铭座,"余杭未来科技城文昌路,近荆长大道",刚需福音！科技城地铁口，首付18万，落户杭州，满五  无税！,79,万15472元/㎡,3室2厅2卫,51.1㎡,共5层,"['近地铁', '环境优美', '品质小区']"
page2:,杭二棉小区,"萧山北干工人路,近山阴路",精装大三房 满五   朝南 精装修 房东急置换 看房方便,171,万29958元/㎡,3室2厅1卫,57.1㎡,共5层,"['近地铁', '配套成熟', '南北通透']"
page2:,宋都相贤府(别墅),"钱塘新区义蓬向阳路,近横一线",捡漏  首付12万 无需社保 外地人可买 产权清晰 无抵押,78.8,万16417元/㎡,2室2厅1卫,48㎡,共3层,"['品质小区', '配套成熟', '南北通透']"
page2:,溪畔花园,西湖文教文一路104号,溪畔花园 东边套 沿河景观房 全明户型 不沿马路 停车方便,450,万80143元/㎡,2室1厅1卫,56.2㎡,共5层,
page2:,瑞达城市花苑,余杭瓶窑华兴路,首付三成 低于市场价 70年精装住宅 交通便利 价格可谈,63,万12600元/㎡,2室1厅2卫,50㎡,共4层,"['品质小区', '交通便利', '配套成熟']"
page2:,西溪润景,"余杭未来科技城创意二路,近邱桥路",首付15万，未来科技城精装住宅房，无需社保，送车位，带露台！,78,万14880元/㎡,2室2厅1卫,52.4㎡,共4层,"['品质小区', '配套成熟', '近地铁']"
page3:,回澜南苑(东区),萧山城厢回澜路228号,稀 缺小户型，三证齐，能贷款，带车位，精装拎包住，非诚勿扰,135,万26471元/㎡,3室2厅2卫,51㎡,低层(共6层),"['品质小区', '繁华地段', '南北通透']"
page3:,水晶公寓,萧山萧山周边阳城路8号,精装修丨首付15万 赠送20方丨可上学丨无需社保丨疫情大捡漏,61,万10518元/㎡,3室1厅1卫,58㎡,低层(共6层),
page3:,高桥小区,萧山城厢高桥路,高桥小区 户型方正 带院子 看房方便 诚心出售,215,万38264元/㎡,3室1厅1卫,56.2㎡,低层(共6层),
page3:,高桥小区,萧山城厢高桥路,高桥小区 湘师高桥學区都可以读总价低房东诚心出售！,210,万37077元/㎡,3室1厅1卫,56.6㎡,低层(共6层),
page3:,泰地北上新城,下城石桥华中路229号,当你老了，头发白了，眼睛花了，还没有家了，哎呀，想想多恐怖。,61,万13902元/㎡,2室2厅1卫,43.9㎡,共4层,"['配套成熟', '繁华地段', '拎包入住']"
page3:,新兴隆小区,余杭老余杭宝林路40号,叶哥儿子堵搏欠债，含泪卖房，首付5万，无需社保，专车接送！！,86,万18696元/㎡,3室2厅2卫,46㎡,低层(共12层),"['近地铁', '繁华地段', '品质小区']"
page3:,白鹭郡南春漫里,"余杭良渚文化村大陆路,近白鹭路",房东置换 诚心出售 首付仅需12万 南北通透 来电价格可再议,81,万14418元/㎡,3室2厅1卫,56.2㎡,低层(共12层),"['品质小区', '繁华地段', '素质住户']"
page3:,沿山路小区,余杭临平沿山路29号,50平 电梯房 南北通透 精装修 80万 沿山路小区 诚心出,80,万16000元/㎡,3室2厅1卫,50㎡,低层(共10层),"['品质小区', '繁华地段', '近地铁']"
page3:,横桥沈合苑,"西湖转塘沈家路,近转塘横路",急售，外地人可买，随时看房，来电减8万。可落户可上学，近地铁,94,万16786元/㎡,2室2厅2卫,56㎡,共5层,"['繁华地段', '品质小区', '安全性高']"
page3:,保安桥河下小区,上城望江保安桥河下,建兰中学对面，人气小区，阳光楼层，三房朝南，正气两房198万,198,万38107元/㎡,3室0厅1卫,52㎡,高层(共7层),
page3:,南安小区,余杭老余杭宝林路,精装三室!送车位 七十年产权可落户 南北通透 全明户型 包税,72,万18000元/㎡,3室1厅1卫,40㎡,低层(共7层),"['品质小区', '繁华地段', '安全性高']"
page3:,华彩名府,"钱塘新区新湾新湾路,近闸口路","房东傅先生出国移民 急需转手,精装修送家电,70年产权 ！！",50,万10000元/㎡,2室2厅1卫,50㎡,共5层,"['品质小区', '交通便利', '配套成熟']"
page3:,阳城路62号楼,萧山瓜沥阳城路62号,首付可做6万，无需社保外地人可买，送产权车位，交房正常，包税,30,万7500元/㎡,2室2厅1卫,40㎡,共2层,"['近地铁', '南北通透', '中国风']"
page3:,高沙公寓,钱塘新区下沙物美文渊路133号,不限购不限贷！首付8万！外地人可买！正常落户上学！诚心急售！,72,万15000元/㎡,2室2厅1卫,48㎡,共5层,"['繁华地段', '配套成熟', '拎包入住']"
